redemption,"구원, 구함, 상환, 현금화"
chase,"뒤쫓다, 추적하다, 좇다, 추격, 추적, 추구"
sociology,"사회과학, 사회학"
pet,"애완동물, 총애를 받는 사람, 애무하다, 특별한 관심을 갖는"
tap,"톡톡 두드리다, 박자를 맞추다, 이용하다, 수도꼭지"
lawn,"잔디밭, 잔디 구장"
simultaneous,동시의
qualify,"자격을 얻다, 예선을 통과하다, 단서를 달다"
persecute,"박해하다, 귀찮게 굴다"
prophecy,"예언, 예언력"
harbor,"항구, 피난처, 보금자리, 정박시키다, 숨겨 주다, 품다"
reverence,숭배
delicious,"아주 맛있는, 냄새가 좋은, 아주 기분 좋은"
biography,"전기, 자서전 약력"
liquor,"독한 술, 독주, 술"
lofty,"아주 높은, 우뚝한, 고귀한, 고결한, 거만한"
mob,"폭도, 무리, 떼"
colleague,동료
obstacle,"장애, 장애물"
fog,"안개, 혼미, 혼란, 수증기가 서리다"
agony,"극도의, 고통, 괴로움"
folly,"판단력 부족, 어리석음, 어리석은 행동"
mist,"엷은 안개, 박무, 스프레이, 부옇게 되다, 이슬이 맺히다"
conspicuous,"눈에 잘 띄는, 튀는, 뚜렷한"
conceal,"감추다, 숨기다"
gown,"드레스, 가운, 법복, 학위복"
shy,"수줍음을 많이 타는, 겁이 많은, 겁을 먹다, 주춤하다"
furious,"부러워하는, 선망하는"
awe,"경외감, 외경심, 온통 경외심을 갖게 하다"
bundle,"꾸러미, 묶음, 보따리, 거금, 다발 짓다, 밀어 넣다, 끼워팔다"
erosion,"부식, 침식"
admire,"존경하다, 칭찬하다, 감탄하며 바라보다"
tooth,"이, 치아, 이빨, 이 모양의 것"
hedge,"울타리, 대비책, 얼버무리다, 울타리를 두르다, 분산하다"
approve,"승인하다, 찬성하다, 괜찮다고 생각하다, 인가하다"
nephew,조카
partition,"칸막이, 분할, 분할하다, 나누다"
pistol,"권총, 피스톨"
trait,특성
relax,"휴식을 취하다, 안심하다, 완화하다, 긴장이 풀리다"
pious,"경건한, 독실한, 경건한 체하는"
dominate,"지배하다, 중요한 특징이 되다, 가장 두드러지다"
fertile,"비옥한, 기름진, 생식력 있는, 결실을 낳는, 풍부한"
demographic,인구통계의
coordinate,"조직화 하다, 조정하다, 꾸미다"
grin,"활짝 웃다, 큰 웃음"
tenant,"세입자, 임차인, 소작인"
confront,"닥치다, 정면으로 부딪치다, 마주치다"
preach,"설교하다, 전하다, 역설하다"
blast,"폭발, 돌풍, 맹비판, 폭발시키다, 혹평하다, 확 뿌리다"
haste,"서두름, 급함"
spray,"스프레이, 분무, 뿌리기, 물보라, 작은 가지, 뿌리다"
bronze,"청동, 구릿빛, 청동으로 만든 작품, 구릿빛의"
verify,"확인하다, 입증하다, 확인해주다"
posture,"자세, 태도, 가식적으로 행동하다"
exploit,"이용하다, 활용하다, 개발하다, 위업"
deputy,"부, 대리인, 대표자, 대리의, 부의"
wolf,"늑대, 이리, 게걸스레 먹다"
breadth,"폭, 너비, 폭넓음"
rebel,"반역자, 반대자, 반항아"
monument,"기념물, 기념비적인 건축물, 기념비적인 것"
feeble,"아주 약한, 허약한, 미미한"
conform,"구성원들과 행동을 같이 하다, 따르다, ~에 일치하다"
punish,"처벌하다, 벌주다, 처하다, 자책하다"
envy,"부러움, 선망, 부러워하다, 선망하다"
seize,"와락, 붙잡다, 장악하다, 점령하다, 체포하다, 압수하다"
soap,"비누, 드라마"
agitation,"불안, 동요, 소요 시위, 휘저어 섞음, 교반"
affinity,"친밀감, 관련성, 친연성"
reinforce,"강화하다, 보강하다, 증원하다"
bargain,"협상하다, 흥정하다, 싸게 사는 물건, 흥정"
borrow,"빌리다, 꾸다, 차용하다"
tangible,"분명히 실제하는, 유형의, 만질 수 있는"
practitioner,"의사, 변호사, 정기적으로 하는 사람"
warn,"경고하다, 주의를 주다, 강력히 충고하다"
token,"토큰, 표시, 징표, 형식적인, 시늉에 불과한, 징표로 하는"
quarrel,"다툼, 언쟁, 싸움, 불만, 다투다, 언쟁을 벌이다"
potent,"강한, 강력한, 센"
guardian,"수호자, 후견인"
outset,"착수, 시초, 발단"
hospitality,"환대, 후대, 접대"
prevail,"만연하다, 팽배하다, 승리하다"
sore,"아픈, 화가 난, 감정이 상한, 상처"
census,"인구조사, 공적인 조사"
duly,"적절한 절차의 따라, 예상대로, 적절한 때에, 때를 맞춰"
heap,"더미, 많음, 수북이 담다, 많이 하다"
drum,"북, 드럼, 원통, 북을 치다, 계속 두드리다"
heal,"치유되다, 낫다, 치료하다, 고치다, 메우다"
basement,지하층
deaf,"귀가 먹은, 청각 장애가 있는, 귀를 기울이지 않는, 청각 장애인"
chip,"이가 빠진 흔적, 조각, 부스러기, 이가 빠지다. 쪼다"
fantastic,"기막히게 좋은, 환상적인 엄청난, 굉장한, 기상천외한"
perpendicular,"직각의, 수직적인, 수직"
symmetry,"대칭, 균형"
shine,"빛나다, 반짝이다, 비추다, 윤을 내다, 윤기, 광택"
supplement,"보충, 부록, 추가 요금, 보충하다"
closet,"벽장, 찬장, 드러나지 않은, 본인만 알고있는, 밀실에 들어앉히다"
theft,"도둑질, 절도"
install,"설치하다, 취임시키다, 자리를 잡게 하다"
forum,"포럼, 토론의 장"
intersection,"교차로, 교차 지점 교차함"
exterior,"외부, 외면, 겉모습, 외부의, 옥외의"
exquisite,"매우 아름다운, 정교한, 강렬한, 격렬한, 예리한, 예민한"
juvenile,"청소년의, 어린애 같은, 유치한, 청소년"
boot,"목이 긴 신발, 부츠, 세게 차기, 부팅하다"
plague,"전염병, 곤충 떼"
plea,"애원, 간청, 답변, 항변, 사유서"
immunity,"면역력, 면제"
archaeological,"고고학적인, 고고학의"
drill,"드릴, 송곳, 반복연습, 훈련, 구멍을 뚫다, 반복연습 시키다"
resume,"재개하다, 돌아가다, 이력서"
prestige,"명성, 위신, 명망 있는, 선망을 얻는, 고급의"
retire,"은퇴하다, 경기를 그만두다, 퇴각하다, 자리를 뜨다"
album,"앨범, 음반"
chorus,"후렴, 합장곡, 합창단, 이구동성"
insult,"모욕하다, 모욕"
lane,"도로, 길, 차선, 레인, 항로"
verdict,"평결, 의견, 결정"
cloak,"망토, 은폐물, ~을 숨기다, 가리다"
mandate,"권한, 통치 기간, 지시, 위임 통치권, 명령하다, 권한을 주다"
depreciation,"가치 하락, 가격의 저하, 감가상각"
clarify,"명확하게 하다, 분명히 말하다, 투명하게 만들다"
pond,"연못, 늪, 못"
terrain,"지형, 지역, 지세"
insect,"곤충, 벌레"
grim,"엄숙한, 단호한, 암울한, 음침한, 음산한"
dissertation,"논문, 박사 논문"
stamp,"우표, 도장, 특징, 흔적, 쾅쾅거리며 걷다, 찍다, 드러내다"
scandal,"대중적인 물의를 빚는 부도덕하고 충격적인 사건, 추문"
majesty,"장엄함, 위풍당당함, 폐하, 왕권"
cheat,"속이다, 사기 치다, 부정행위를 하다, 속임수, 사기꾼"
roar,"으르렁거리다, 고함치다, 폭소를 터뜨리다, 포효"
stove,"스토프, 난로"
screw,"나사, 나사를 조이기, 나사로 고정시키다, 돌려서 조이다"
boom,"붐, 호황, 갑작스러운 대유행, 호황을 맞다"
depart,"떠나다, 출발하다, 그만두다, 벗어나다"
foul,"반칙을 범하다, 파울을 치다, 악취 나는, 상스러운, 사나운"
marital,결혼의
float,"뜨다, 떠다니다, 제시하다, 상장하다, 떠오르게 하는 것"
cliff,"절벽, 낭떠러지, 벼랑"
tenure,"재임 기간, 종신 재직권, 거주권, 사용권"
dig,"파다, 파내다, 캐다, 발굴, 비꼬기, 쿡찌르기"
pillow,베개
cage,"우리, 새장, 우리에 가두다"
denote,"조짐을 보여주다, 의미하다, 나타내다"
transient,"일시적인, 순간적인, 단기 체류의, 단기 체류자"
fist,"주먹, 움켜쥐다, 주먹으로 때리다"
propagation,"번식, 증식, 선전, 전파, 확대"
herd,"떼, 사람들, 몰다"
sculpture,"조각품, 조각, 조소"
homogenous,"동종의, 동질의"
erect,"똑바로 선, 발기한, 일어선, 건립하다, 세우다, 확립하다"
hazard,"위험, 틀릴 셈치고 제안하다, 위태롭게 하다"
indignation,"분개, 분함, 분노"
clue,"단서, 실마리, 증거, 힌트"
hay,"건초, 적은 돈"
angular,"뼈가 앙상한, 몹시 여윈, 각이 진, 각의, 모난"
disgust,"혐오감, 역겨움, 넌더리, 혐오감을 유발하다, 역겹게 만들다"
soluble,"녹는, 용해성이 있는, 해결 가능한"
comulative,"누적되는, 누계의"
paradox,"역설적인 사람, 역설"
fountain,"분수, 분수처럼 뿐어져 나오는 것, 원천"
vengeance,"복수, 앙갚음"
wax,"밀랍, 왁스, 귀지, 왁스로 광을 내다, 차오르다, 감상적이 되다"
exotic,"이국적인, 이국풍의"
merry,"즐거운, 명량한"
fare,"요금, 운임, 승객, 요리, 해 내가다, 되어 나가다"
scream,"비명을 지르다, 악을 쓰다, 날카로운 소리를 내다, 비명"
grab,"붙잡다, 차지하다, 관심을 끌다"
petty,"사소한, 하찮은, 옹졸한, 쩨쩨한"
toilet,"화장실, 변기"
segregation,"분리, 차별, 격리"
restrict,"제한하다, 한정하다, 방해하다"
trivial,"사소한, 하찮은"
monarch,"군주, 거물"
dumb,"벙어리의, 말을 못 하는, 멍청한, 바보 같은"
ore,광석
flock,"무리, 군중, 모이다, 떼 지어 가다"
endeavor,"노력, 시도, 애씀, 노력하다, 시도하다"
skirt,"치마, 옷자락, 덮개, 두르다, 언급을 피하다"
sober,"술 취하지 않은, 냉철한, 진지한, 수수한"
meanwhile,"그동안에, 한편"
gloom,"우울, 침울, 어둠"
pursuant,~에 따른
unite,"연합하다, 통합시키다"
ban,"금지하다, 금하다, 금지"
immortal,"불멸의, 불후의, 죽지 않는, 신, 영생하는 존재"
sublime,"절묘한, 숭고한, 지고한, 황당한, 극단적인, 숭고한 것"
garage,"차고, 주차장"
humility,"겸손, 겸허"
ambassador,"대사, 대표, 사절"
gravel,자갈
articulate,"분명히 표현하다, 또렷히 말하다, 연계되다, 또렷한"
monk,"수도자, 수도승"
latitude,"위도, 지역, 자유"
consume,"소모하다, 먹다, 마시다, 사로잡다, 전소시키다"
jungle,"밀림, 정글"
mediation,"중재, 조정, 심사숙고"
farewell,작별 (인사)
exert,"가하다, 행사하다, 있는 힘껏 노력하다, 분투하다"
polar,"북극의, 남극의, 극지의, 양극의, 극와 극의"
fore,"앞부분에 위치한, 앞쪽에"
suite,"스위트룸, 세트, 모음곡"
symptom,"증상, 징후, 조짐"
obstrction,"방해, 차단, 가로막음, 장애물"
hesitate,"망설이다, 거리끼다, 주저하다"
cannon,"대포, 기관포, 세게 부딪치다, 충돌하다"
patron,"후원자, 홍보대사, 고객"
cane,"지팡이, 줄기, 회초리, 매, 회초리로 때리다"
dynasty,"역대 통치자, 왕조, 시대"
weird,"기이한, 기묘한, 기교한, 섬뜩한"
blend,"섞다, 혼합하다, 조합하다, 혼합, 조합"
solitude,고독
outdoor,"옥외의, 야외의"
inquire,"묻다, 알아보다, 질문을 하다, 조사하다"
ally,"동맹국, 협력자, 연합국가들, 지지하다"
costume,"의상, 복장, 분장, 변장"
shareholder,"주주, 출자자"
anatomy,"해부학, 구조, 몸, 해부"
premise,"전제, 전제으로 하다, 가정하다"
confidential,"비밀의, 은밀한, 신뢰를 받는, 신임하는"
contention,"논쟁, 언쟁, 주장"
absorb,"흡수하다, 받아들이다, 빼앗다, 처리하다"
anticipate,"예상하다, 예측하다, 고대하다, 선수를 치다, 앞지르다"
tariff,"관세, 요금표, 양형 체제"
latent,"잠재하는, 잠복해 있는"
rigorous,"철저한, 엄격한"
robe,"예복, 법복, 가운을 입히다"
pragmatic,"실용적인, 실용주의의"
coil,"감다, 휘감다, 고리"
toe,"발가락, 발가락 부분"
cab,"택시, 운전석"
cathedral,대성당
arbitration,중재
thirst,"갈증, 물의 부족, 갈망, 목마름, 목이 마르다"
prosperous,"번영한, 번창한"
fragile,"부서지기 쉬운, 취약한, 허술한, 섬세한, 허약한"
undermine,"악화시키다, 기반을 약화시키다"
twist,"휘다, 일그러뜨리다, 구불구불하다, 접지르다, 왜곡하다, 비틀기"
chat,"담소를 나누다, 수다를 떨다, 채팅하다, 담소, 수다, 이야기"
tray,"쟁반, 상자"
epic,"서사시, 장대한 일, 장편 서사 영화"
transit,"수송, 환승, 교통체계"
kin,"친족, 친척"
fuzzy,"솜털이 보송보송한, 곱슬곱슬한, 애매한, 불분명한"
corpse,"시체, 송장, 갑자기 연기를 할 수 없게 되다"
champion,"챔피언, 투사, 옹호자, ~을 위해 싸우다, 옹호하다"
suppress,"진압하다, 금하다, 참다"
dictionary,사전
monastery,수도원
collision,"충돌, 부딪침, 충돌"
flavor,"풍미, 맛, 멋, 운치, 정취, 기미, 풍미를 더하다, 맛이 나다"
allegiance,충성
nail,"손톱, 발톱, 못, 못으로 박다, 잡다, 이뤄내다"
gossip,"소문, 험담, 수다, 한담, 험담을 하다"
psychic,"초자연적인, 심령의, 초능력이 있는, 정신의, 심령술사, 초능력자"
transmit,"전송하다, 전염시키다, 전도하다"
cemetery,묘지
cheer,"환호성을 지르다, 환호하다, 응원하다, 환호성, 응원가, 쾌활함"
weigh,"무게가 나가다, 무게를 달다, 저울질하다, 영향을 주다"
hammer,"망치, 망치로 치다, 쿵쿵 치다, 대피하다"
advent,"도래, 출현"
martial,"싸움의, 전쟁의"
lodge,"오두막, 산장, 재워주다, 꽃히다, 제기하다"
anguish,"괴로운, 비통"
slice,"조각, 부분, 몫, 주걱, 썰다, 대폭 줄이다"
ripe,"익은, 숙성한, 고약한, 무르익은"
hobby,취미
sediment,"침전물, 앙금, 퇴적물"
bass,"베이스, 저음, 저음의"
anthropology,인류학
plug,"플러그, 소켓, 틀어막는것, 막다, 메우다"
fossil,"화석, 늙은이"
contend,"주장하다, 다루다, 겨루다"
dragon,용
ash,"재, 잿더미, 유골, 물푸레나무"
debris,"잔해, 부스러기"
cock,"수탉, 풍향기, 위로 젖히다, 망치다, 수컷의, 최고의, 멋있는"
reciprocal,상호 간의
setup,"설립, 설치, 마련, 구성, 세우다"
sheriff,보안관
chill,"냉기, 오싹한 느낌, 춥게 만들다, 느긋한 시간을 보내다"
reservoir,"저수지, 급수장, 비축, 저장소"
coup,"쿠데타, 성공, 대단한 성취"
sergeant,"병장, 경사, 하사관"
penetrate,"뚫고 들어가다, 관통하다, 꿰뚫어보다, 간파하다"
ranch,목장
whip,"채찍, 원내 총무, 채찍질하다, 휘저어 거품을 내다"
nod,"끄덕이다, 까딱하다, 꾸벅꾸벅 졸다, 턱을 들어 가리키다"
veteran,"베테랑, 전문가, 참전 용사, 재향군인"
jean,"진 바지, 진, 데님 바지"
clan,"씨족, 집단, 무리"
sanctuary,"보호구역, 안식, 보호, 피난처, 안식처, 성소, 성역"
outlet,"발산, 배출, 직판점, 전문 매장"
precipitation,"강수, 강수량, 침전, 석출"
toy,"장난감, 모형의, 아주 작은"
coincidence,"우연의 일치, 동시 발생, 일치"
dam,"댐, 둑, 댐을 건설하다"
lobby,"로비, 압력단체, 로비를 하다"
elephant,코끼리
orthodox,"정통의, 전통적인, 정통파의, 동방 정교회의"
canon,"규범, 계율, 정본 목록, 주요 문헌 목록"
furnace,용광로
disclose,"밝히다, 폭로하다, 드러내다"
innate,"타고난, 선천적인"
melt,"녹다, 누그러지다, 용해"
mischief,"나쁜 짓, 해, 피해"
gel,"젤, 손발이 척척 맞다, 분명해지다, 구체회되다"
macro,"대규모의, 거시적인"
vulgar,"저속한, 천박한, 상스러운, 음탕한"
inflate,"부풀리다, 과장하다, 오르다"
vapor,"증기, 부질없는 공상, 허황된 생각"
melody,"멜로디, 선율, 곡, 노래"
saddle,"안장, 등심, 안장을 얹다"
sanction,"제재, 처벌, 허가, 승인, 허가하다, 처벌하다, 제재를 가하다"
mansion,"대저택, 맨션"
guitar,기타
creek,"시내, 계곡"
virgin,"숫처녀(총각), 동정녀, 무경험자, 원래 그대로의, 처녀의"
disguise,"변장하다, 위장하다, 숨기다, 변장, 변장술"
thief,"도둑, 절도범"
refrain,"삼가다, 자주 반복되는 말, 후렴"
spark,"불꽃, 불똥, 발화장치, 아주 조금, 번뜩임, 기폭제"
parade,"가두행진, 열병식, 과시, 행진을 하다, 걸어 다니다"
recreation,"레크리에이션, 오락, 오락 삼아 하는 일, 취미"
forecast,"예측, 예보, 예측 하다"
compass,"나침반, 컴퍼스, 범위"
portal,"정문, 입구"
swallow,"삼키다, 완전히 가리다, 억누르다, 제비, 삼키기, 한모금"
lid,"뚜껑, 눈커풀"
epidemic,"유행병, 유행성, 전염병, 급속한 확산"
deficient,"부족한, 결핍된, 결함이 있는, 모자라는"
anniversary,기념일
spy,"스파이, 정보원, 첩자, 정보 활동을 하다, 알아채다"
puzzle,"퍼즐, 알아맞히기, 수수께끼"
toll,"통행료, 사상자 수, 울리다"
spiral,"나선, 나선형, 소용돌이, 나선형의"
fetch,"가지고 오다, 팔리다, 낙찰되다"
potato,감자
hop,"깡충깡충 뛰다, 급히 가다, 타다, 휙휙 바꾸다, 짧은 여행"
witch,"마녀, 마녀 같은 노파"
bubble,"거품, 비누 방울, 약간, 버블"
captive,"사로잡힌, 억류된, 달리 어쩔 도리가 없는"
auction,"경매, 경매로 팔다"
lazy,"게으른, 느긋한, 여유로운, 성의가 부족해 보이는, 태만한"
strife,"갈등, 불화, 다툼, 문제"
laden,"잔뜩 실은, 가득한"
dismiss,"묵살하다, 떨쳐 버리다, 해고하다, 해산시키다"
pledge,"약속, 맹세, 서약, 저당, 약속하다, 저당 잡히다"
jar,"병, 단지, 항아리, 충격, 충격을 주다, 불쾌감을 주다"
disruption,"붕괴, 분열, 중단"
hereditary,"유전적인, 세습되는, 세습된 지위를 지닌"
pending,"있을 때까지, ~을 기다리는 동안, 미결인, 계류 중인, 곧 있을"
athletic,"탄탄한, 육상의"
livestock,"가축, 축산물"
malignant,"악성의, 악의에 찬"
tolerate,"참다, 견디다, 내성이 있다"
famine,기근
compulsory,"강제적인, 의무적인, 필수의"
bourgeois,"중산층의, 물질만능주의적인, 자본주의적인"
tribunal,"재판소, 법원 조사 위원회"
notation,"표기법, 기록, 표시"
indigenous,"원산의, 토착의, 고유한"
discern,"알아차리다, 포착하다, 알아보다"
paste,"반죽, 풀, 풀로 붙이다, 붙이다"
rabbit,토끼
fortress,요새
stout,"통통한, 튼튼한, 용감한, 굳센, 흑맥주"
particle,"입자, 조각, 미립자, 먼지"
altitude,"고도, 고도가 높은 곳, 고지"
heterogeneous,"여러 다른 종류들로 이뤄진, 이질의, 이종의"
ankle,"발목, 복사뼈"
impress,"깊은 인상을 주다, 감명을 주다, 강하게 남다"
disturb,"방, 건드리다, 불안하게 만들다"
diffuse,"널리 퍼진, 분산된, 산만한, 장황한, 분산시키다, 산란시키다"
vacant,"비어 있는, 사람이 없는, 비어 있는, 결원의, 멍한"
toil,"힘들게 말하다, 느릿느릿 움직이다, 노역, 고역"
fidelity,"충실함, 신의, 정확도, 충실도"
rectangular,"직사각형의, 직각의"
escort,"호위대, 에스코트하는 남자, 호위하다"
collateral,"단보물, 부수적인, 이차적인"
benign,"상냥한, 유순한, 양성의"
violate,"위반하다, 침해하다, 훼손하다"
asylum,"망명, 피난처, 보호시설"
metropolitan,"대도시의, 수도권의"
vendor,"행상인, 판매자, 판매 회사"
fork,"포크, 쇠스랑, 갈퀴, 분기점, 나뉘다"
persist,"집요하게 계속하다, 계속 되다"
pope,교황
diminish,"줄어들다, 약해지다, 깎아내리다, 폄하하다"
consecutive,연이은
bladder,"방광, 주머니"
freight,"화물, 화물 운송, 화물을 보내다, 담다"
gland,"(분비)선, 샘"
strand,"가닥, 오도 가도 못하다, 고립되다"
tackle,"씨름하다, 솔직하게 따지다, 태클하다, 공을 뺏다, 태클"
moist,"촉촉한, 습한, 눈물이 많은"
imminent,"금방이라도 닥칠 듯한, 목전의, 임박한"
handkerchief,손수건
marrow,골수
gut,"내장, 배짱, 직감, 내부를 파괴하다, 내장을 제거하다"
trajectory,"탄도, 궤적"
garment,"의복, 옷"
vibration,"떨림, 흔들림, 진동"
rim,"가장자리, 테두리, 테, 가장자리를 이루다"
cunning,"교활한, 정교한, 기묘한, 교활함, 간계"
shrine,"성지, 성지와 같은 곳"
knot,"매듭, 옹이, 올린 머리, 무리, 뻣뻣한 느낌, 매듭을 묶다"
creed,"교리, 신념, 신조"
mesh,"그물망, 철망, 딱 들어맞다"
crest,"산마루, 물마루, 문장, 꼭대기에 이르다"
insane,"정신 이상의, 미친, 제정신이 아닌"
recourse,"의지, 의지하기"
recipe,"조리법, 방안, 비결"
volatile,"변덕스러운, 불안한, 휘발성의"
bike,"자전거, 오토바이, 자전거로 가다"
bloom,"꽃, 꽃을 피우다, 혈색이 돌다"
velvet,"벨벳, 벨벳 같은, 부드러운"
minus,"~을 뺀, 영하의, ~을 제외한, 빼기 부호, 영보다 작은, 부정적인"
clay,"점토, 찰흙"
lust,"성욕, 욕정, 욕망, 열의"
orchestra,"오케스트라, 관현악단"
foregoing,"앞서 말한, 앞서 말한 것"
proxy,"대리, 대리인, 대리권"
heel,"뒤꿈치, 굽, 발뒤꿈치, 굽을 수선하다, 한쪽으로 기울다"
lace,"레이스, 끈, 끈으로 묶다, 타다, 가미하다"
eel,"뱀장어, 장어"
reckon,"생각하다, 여겨지다, 계산하다"
bowel,"창자, 가장 깊은 곳, ~의 내부, 창자를 꺼내다"
antenna,"더듬이, 안테나"
cooperate,"협동하다, 협력하다, 협조하다"
cultivate,"경작하다, 일구다, 재배하다, 함양하다"
presume,"추정하다, 간주하다, 상정하다, 주제넘게 굴다"
wander,"돌아다니다, 헤매다, 배회하다, 다른 데로 가다, 거닐기"
homework,"숙제, 과제, 대비"
magistrate,치안판사
racist,인종차별주의자
wrap,"싸다, 둘러싸다, 두르다, 포장지, 랩"
pad,"보호대, 잎, 발바닥, 패드를 대다, 소리 안 나게 걷다"
lattice,격자
kernel,"낟알, 알맹이, 핵심"
balloon,"풍선, 열기구 풍선, 부풀다, 커지다, 열기구를 타다"
paradise,"천국, 천당, 낙원, 완벽한 행복"
prototype,"원형, 시제품, 견본"
monkey,"원숭이, 장난꾸러기"
annoy,"짜증나게 하다, 귀찮게 하다"
punch,"주먹으로 치다, 때리다, 구멍을 뚫다, 치다"
humiliation,"창피 줌, 굴욕, 굴복, 창피, 면목 없음"
dominion,"지배, 통치, 영토, 영지"
counterpart,"상대, 대응 관계에 있는 사람"
flush,"붉어지다, 물을 내리다, 씻어내다, 홍조, 물을 내림"
comprise,"~으로 구성되다, 구성하다, 차지하다"
boil,"끓다, 삶다, 데치다, 속이 끓다, 끓음, 비등"
applause,박수 (갈채)
deity,"신, 하느님"
scratch,"긁다, 할퀴다, 근근이 먹고 살다, 취소하다, 찰과상, 긁기"
peril,"위험, 위험성, 유해함"
pottery,"도가지, 도예, 도예 공방"
gallant,"정중한, 멋진 청년, 힘든 상황에서 용감한"
cone,"원뿔, 원뿔형 물체, 콘"
pagan,"이교도, 토속 신앙인, 비기독교도"
leverage,"영향력, 지렛대 사용, 차입금을 이용하여 이익률을 높이는 일"
perish,"죽다, 비명횡사하다, 소멸되다, 멸종하다, 닳다"
resent,"분하게 여기다, 분개하다"
conquer,"정복하다, 이기다, 극복하다, 유명해지다"
skeleton,"뼈대, 골격, 해골 같은 사람, 최소한의 기본 인원"
abolition,폐지
sperm,"정액, 정자"
foliage,"나뭇잎, 전체 잎"
slaughter,"도살, 대량 학살, 살육, 도축하다, 학살하다, 완승을 거두다"
foam,"거품, 거품 제대, 거품을 일으키다"
reconcile,"조화시키다, 화해시키다, 받아들이다"
affirm,"단언하다, 주장하다"
retrieve,"되찾아오다, 회수하다, 수습하다"
penny,"페니, 한 푼, 푼돈"
brigade,"여단, 단체"
aftermath,"여파, 후유증"
cough,"기침하다, 토하다, 기침"
patrol,"순찰을 돌다, 돌아다니다, 순찰, 순찰대"
equitable,"공정한, 공평한"
dementia,"치매, 광기"
multiply,"곱하다, 크게 증가시키다, 증식하다"
goat,"염소, 늙은 호색한"
barren,"척박한, 열매가 안 열리는, 불임인, 소득 없는"
bolt,"빗장, 볼트, 번쩍하는 번개, 빗장을 지르다, 달아나다"
pertinent,"적절한, 관련있는"
adolescence,"청소년기, 청소년"
demon,"악마, 악령, 귀신, 귀재, 마음을 괴롭히는 것"
eventual,"궁극적인, 언젠가는 일어나는"
sleeve,"소매 소맷자락, 소매를 달다"
arithmetic,"산수, 연산, 계산"
scorn,"경멸, 멸시하다, 거절하다"
bucket,"양동이, 많은 양"
convent,"수녀원, 수녀원이 운영하는 학교"
optimum,"최고의, 최적의, 최적 조건, 최고의 것"
broker,"중개인, 중개하다"
crust,"껍질, 윗부분, 딱딱한 층"
ardent,"열렬한, 열정적인"
onward,앞으로 나아가는
improper,"부당한, 부도덕한, 부적절한, 잘못된, 틀린"
consolation,"위안, 위로가 되는 사람"
sway,"흔들리다, 흔들다, 동요시키다, 흔들림, 장악, 영향"
akin,~와 유사한
appendix,"맹장, 충수, 부록"
missile,"미사일, 던지는 무기"
rejoice,크게 기뻐하다
choir,"합창단, 성가대"
emancipation,"해방, 이탈, 벗어남"
pane,"판유리, 창유리, 판판한 널빤지"
dot,"점, 얼룩, 반점, 점을 찍다, 산재하다"
nursery,"탁아소, 육아실, 보육원, 묘목장, 양성소"
fox,"여우, 여우 모피, 여우 같은 사람, 매력적인 여자"
towel,"수건, 타월, 수건으로 닦다"
lump,"덩어리, 혹, A와 B를 함께 묶다"
dock,"부두, 선창, 부두에 대다, 도킹하다, 공제하다"
lamb,"어린 양, 양고기, 새끼를 낳다"
accession,"취임, 즉위, 가입, 신규 자료, 신착 도서"
radar,"전파탐지기, 레이더"
preface,"서문, 서문을 쓰다, 말문을 열다"
ditch,"배수로, 버리다, 차버리다, 불시착하다"
transverse,"가로지르는, 가로놓인"
announce,"발표하다, 방송으로 알리다, 선언하다, 방송을 진행하다"
greet,"맞다. 환영하다, 반응을 보이다, 들어오다"
stain,"얼룩지게 하다, 더럽히다, 오점을 남기다, 착색하다, 얼룩, 오점"
pork,돼지고기
serpent,"뱀, 교활한 사람"
garlic,마늘
infer,"추론하다, 뜻하다, 암시하다"
eagle,"독수리, 기준 타수보다 2타 적은 타수"
whistle,"호각, 호루라기, 호각 소리, 경적, 휘파람을 불다, 지저귀다"
baggage,"수화물, 짐, 가방, 앙금"
repose,"휴식, 수면, 있다, 누워 있다"
rupture,"파열, 탈장, 불화, 파열시키다, 불화를 일으키다"
decoration,"장식품, 장식, 훈장"
wreck,"난파, 난파선, 부서진 것, 파괴, 파멸, 만신창이, 파괴하다"
celestial,"하늘의, 천체의, 천상의"
drought,"가뭄, 고갈, 결핍"
solo,"혼자서 하는, 단독의, 솔로, 단독 비행"
discursive,"두서없는, 산만한"
gorgeous,"아주 멋진, 선명한, 화려한"
flee,"달아나다, 도망하다"
yeast,"이스트, 효모균"
mantle,"역할, 꺼풀, 맨틀, 덮다"
crush,"으깨다, 찧다, 쑤셔 넣다, 짓밟다, 탄압하다, 홀딱 반함"
dairy,"버터 치즈 제조소, 유제품 회사, 유제품의, 낙농업의"
abdomen,"배, 복부"
catalyst,"촉매, 기폭제"
umbrella,"우산, 양산, 파라솔, 보호"
twilight,"황혼, 땅거미, 쇠퇴기, 황혼기"
compartment,"객실, 칸"
miniature,"아주 작은, 소형의, 축소된, 세밀화, 축소 모형"
bee,"벌, 모임"
na?ve,"순진해 빠진, 순진무구한"
assassination,암살
dash,"돌진, 질주, 황급히 함, 소량, 단거리 경주, 서둘러 가다"
heed,주의를 기울이다
mock,"놀리다, 조롱하다, 무시하다, 가짜의, 모의의"
duck,"오리, 획 수그리다, 급히 움직이다"
amateur,"아마추어 선수, 비전문가, 취미로 하는, 아마추어의"
shepherd,"양치기, 안내하다"
